CrsId,OrgCode,CrsCode,CrsName,CreditHours,GradeCode
5365,005188,BR126,New Testament: Faith & Ethics,3,T
5366,005188,CH101,Chemical Principles I,4,T
5367,005188,CHILDREN'SLIT,Lit for the Child,3,T
5368,005188,ED202,Foundations/Teacher Shadow,4,T
5369,005188,ED103,Teacher Cadet,3,T
5370,005188,EN102,Composition and Literature,3,T
5371,005188,EN102,COMP/LIT,3,T
5372,005188,EN102,Composition & Lit,3,T
5373,005188,EN102,Composition and Lit,3,T
5374,005188,EN102,Composition&Lit,3,T
5375,005188,EN102,Composition&Literature,3,T
5376,005188,EN318,Modern Drama,3,T
5377,005188,HE201,INTRO TO HLTH CARE,3,T
5378,005188,HE317,NUTRITION COUN,3,T
5379,005188,HE402,KINESIOLOGY,3,T
5380,005188,HE417,EXERCISE/WEIGHT CON,3,T
5381,005188,HS101,WORLD CIV TO 1600,3,T
5382,005188,HS101,World Civ to 1600,3,T
5383,005188,HS105,CONTEMP GLOB ISSUES,3,T
5384,005188,HS230,LATIN AMER MOD TIMES,3,T
5385,005188,HS101,World Civilizations to 1600,3,T
5386,005188,HS105,Clobal Issues,3,T
5387,005188,HS105,Global Issues,3,T
5388,005188,J0320,Latin American Cultural Persp,3,T
5389,005188,J13,Japanese Culture & Traditions,3,T
5390,005188,J14,Nat Parks in US,3,T
5391,005188,J17,World Christianity,3,T
5392,005188,MA111,Calculus I,4,T
5393,005188,MA107,COLLEGE MATH,3,T
5394,005188,MA107,College Mathematics,3,T
5395,005188,MA101,Pre-Calculus,3,T
5396,005188,MA107,College Math,3,T
5397,005188,MA107,College Math,3,T
5398,005188,MA141,Calculus I,3,T
5399,005188,MU145,Appied Music,1,T
5400,005188,MU146,Applied Music,1,T
5401,005188,MU112,Choraleers,1,T
5402,005188,MU203,Intro to Music,3,T
5403,005188,MUH112,Choraleers,1,T
5404,005188,PE102,FOUND HEALTH/WELL,4,T
5405,005188,PE206,Team Sports,3,T
5406,005188,PE214,Adaptive PE Methods/Materials,3,T
5407,005188,PE218,Mgt of Sport/Fitness/Health/PE,3,T
5408,005188,PE308,Theory and Psychology of Coaching,3,T
5409,005188,PE102,Health&Wellness,4,T
5410,005188,PE201,Schl & Community,3,T
5411,005188,PH111,General Physics II,4,T
5412,005188,PH120,Principles of Physics I,4,T
5413,005188,PL377,Contemporary Ethical Issues,3,T
5414,005188,PO101,American Govn,3,T
5415,005188,PY201,General Psychology,3,T
5416,005188,PY301,ADDICTION,3,T
5417,005188,PY303,SOCIAL PSYCH,3,T
5418,005188,PY201,General Psychology,3,T
5419,005188,PY311,Behavior Modification,3,T
5420,005188,PY313,Developmental Psy,3,T
5421,005188,PY317,Forensic Psychology,3,T
5422,005188,SM220,SPORT COMM,3,T
5423,005188,SM340,ORG/ADM OF SPORT,3,T
5424,005188,SO202,Marriage & family,3,T
5425,005188,SP102,Elem Spn ll,3,T
5426,005188,WC201,The Write Course,3,T
5427,005192,CINS101,Intro to Computers,3,T
5428,005192,PEFT101,Lifetime Fitness/Well,3,T
5429,005192,PELF115,Strength Training,2,T
5430,002237,ANT101,Cultural Anthropology,3,T
5431,002237,ART101,Art History I,3,T
5432,002237,ART111,Fundamentals of Painting I,3,T
5433,002237,BIO101,College Biology I,4,T
5434,002237,CHM101,College Chemistry I,4,T
5435,002237,ENG232,African & Caribbean Lit,3,T
5436,002237,FRN101,Elementary French I,3,T
5437,002237,FRN102,Elementary French II,3,T
5438,002237,HLT101,Healthful Living,3,T
5439,002237,HST121,African American History I,3,T
5440,002237,HST122,African American History II,3,T
5441,002237,MTH103,Fund Concepts Modern Math I,3,T
5442,002237,PHE151,Soccer/Speedball,1,T
5443,002237,PHE275,Table Tennis,1,T
5444,002237,SPN101,Elementary Spanish I,3,T
5445,002237,SPN102,Elementary Spanish II,3,T
5446,002237,SPN201,Intermediate Spanish I,3,T
5447,002237,SPN202,Intermediate Spanish II,3,T
5448,003810,BIO181,General Biology I,4,T
5449,003810,CHM130,Fundamental Chemistry,4,T
5450,003810,CIS118AB,Powerpoint: Level I,1,T
5451,003810,COM110,Interpersonal Comm,3,T
5452,003810,COM230,Small Group Communication,3,T
5453,003810,CRE101,College Critical Reading,3,T
5454,003810,ENG101,First-Year Composition,3,T
5455,003810,ENG102,First-Year Composition,3,T
5456,003810,FON100,Introductory Nutrition,3,T
5457,003810,HIS104,U.S. Hist 1865 to Pre,3,T
5458,003810,MAT151,College Algebra/Functions,4,T
5459,003810,MAT182,Plane Trigonometry,3,T
5460,003810,MAT214,Calc Analyt GeoIII,4,T
5461,003810,MHL145,American Jazz & Pop Music,3,T
5462,003810,PSY101,Introduction to Psychology,3,T
5463,003810,REL243,World Religions,3,T
5464,003810,SIG101,American Sign I,4,T
5465,003810,SLG102,ASL II,4,T
5466,003810,SOC101,Intro to Sociology,3,T
5467,003810,STO292,Art of Storytelling,3,T
5468,006198,ACCT231,Prin of Accounting I,3,T
5469,006198,EDUC219,Foundations of Educ,2,T
5470,006198,ENGL123,Intro to World Literature,3,T
5471,006198,MUED340,Percussion Tech,1,T
5472,006198,MUSC113,Music Appreciation,2,T
5473,006198,PSYC112,General Psychology,3,T
5474,006198,VOIC900,Applied Music Voice,1,T
5475,**0004,EXEMPTION,Equitation,0,EX
5476,**0004,ARAB100,Arabic,0,T
5477,**0004,ASL001,American Sign Language,0,T
5478,**0004,CHINESE,Chinese,0,EX
5479,**0004,CSC,Computer Literacy,0,EX
5480,**0004,CSC101,Computer Literacy,0,T
5481,**0004,CSC101,Computer Literacy,0,T
5482,**0004,DAN001,Dance exemption,0,T
5483,**0004,DAN114,Beginning Jazz,0,EX
5484,**0004,DAN213,Intermediate Tap,0,EX
5485,**0004,EDU001,Clinical,0,T
5486,**0004,ENG101,English Composition,0,T
5487,**0004,ENG101,English Composition,0,T
5488,**0004,ENG101,English Composition,0,T
5489,**0004,ENG102,English Lit/Comp,0,T
5490,**0004,ENG102,English Lit/Comp,3,T
5491,**0004,ENG101,English Composition,0,T
5492,**0004,ENG101,English Comp,0,EX
5493,**0004,ENG101,English Comp,0,EX
5494,**0004,ENG101,English Comp,0,T
5495,**0004,ENG101,English Comp I,0,EX
5496,**0004,ENG101,English Composition,0,EX
5497,**0004,ENG101,English Composition,0,T
5498,**0004,ENG101,English Composition,0,T
5499,**0004,ENGLISH,English Comp I,0,EX
5500,**0004,ENGLISHCOMP,English Comp I,0,EX
5501,**0004,EQUITATION,Equitation,0,EX
5502,**0004,EXEMPTION,Basketball,0,EX
5503,**0004,EXEMPTION,Begin Spn l,0,EX
5504,**0004,EXEMPTION,Chinese,0,EX
5505,**0004,EXEMPTION,Chinese,0,EX
5506,**0004,EXEMPTION,Chinese,0,EX
5507,**0004,EXEMPTION,Elem French I,0,EX
5508,**0004,EXEMPTION,Elem French II,0,EX
5509,**0004,EXEMPTION,Elem German I,0,EX
5510,**0004,EXEMPTION,Elem German II,0,EX
5511,**0004,EXEMPTION,Elem Italian I,0,EX
5512,**0004,EXEMPTION,Elem Italian II,0,EX
5513,**0004,EXEMPTION,Elem Larin I,0,EX
5514,**0004,EXEMPTION,Elem Latin I,0,EX
5515,**0004,EXEMPTION,Elem Latin I,0,EX
5516,**0004,EXEMPTION,Elem Latin I,0,EX
5517,**0004,EXEMPTION,Elem Latin II,0,EX
5518,**0004,EXEMPTION,Elem Latin II,0,EX
5519,**0004,EXEMPTION,Elem Spanish,0,EX
5520,**0004,EXEMPTION,Elem Spanish I,0,EX
5521,**0004,EXEMPTION,Elem Spanish II,0,EX
5522,**0004,EXEMPTION,English Comp,0,EX
5523,**0004,EXEMPTION,English Comp,0,T
5524,**0004,EXEMPTION,Exemption,0,T
5525,**0004,EXEMPTION,EXEMPTION CII,0,T
5526,**0004,EXEMPTION,Exemption CII/CD Student,0,EX
5527,**0004,EXEMPTION,EXEMPTION SPN102,0,T
5528,**0004,EXEMPTION,Foreign Language,0,EX
5529,**0004,EXEMPTION,Foreign Language Exempt,0,EX
5530,**0004,EXEMPTION,French I,0,EX
5531,**0004,EXEMPTION,French I,0,T
5532,**0004,EXEMPTION,French II,0,EX
5533,**0004,EXEMPTION,German I,0,EX
5534,**0004,EXEMPTION,German II,0,EX
5535,**0004,EXEMPTION,Golf,0,EX
5536,**0004,EXEMPTION,Harmony&Voice Leading,0,EX
5537,**0004,EXEMPTION,Harmony&Voice-Leading,0,EX
5538,**0004,EXEMPTION,HINDI 1,0,EX
5539,**0004,EXEMPTION,HINDI 2,0,EX
5540,**0004,EXEMPTION,HINDI 3,0,EX
5541,**0004,EXEMPTION,Int French,0,EX
5542,**0004,EXEMPTION,Int German,0,EX
5543,**0004,EXEMPTION,Int Italian,0,EX
5544,**0004,EXEMPTION,Int Latin,0,EX
5545,**0004,EXEMPTION,Int Latin,0,EX
5546,**0004,EXEMPTION,Int Latin,0,EX
5547,**0004,EXEMPTION,Int Spanish,0,EX
5548,**0004,EXEMPTION,Int Spanish I,0,EX
5549,**0004,EXEMPTION,Interm Latin,0,EX
5550,**0004,EXEMPTION,Interm Spanish I,0,EX
5551,**0004,EXEMPTION,Interm Spn1,0,EX
5552,**0004,EXEMPTION,Intermediate German,0,EX
5553,**0004,EXEMPTION,Intermediate Spanish,0,EX
5554,**0004,EXEMPTION,Intermediate Spanish I,0,EX
5555,**0004,EXEMPTION,Intermediate Spanish II,0,EX
5556,**0004,EXEMPTION,Lacrosse,0,EX
5557,**0004,EXEMPTION,Latin,0,EX
5558,**0004,EXEMPTION,Mandarin Chinese,0,EX
5559,**0004,EXEMPTION,Mandarin Chinese,0,EX
5560,**0004,EXEMPTION,Mandarin Chinese,0,EX
5561,**0004,EXEMPTION,Music History IV,0,EX
5562,**0004,EXEMPTION,Music Theory,0,EX
5563,**0004,EXEMPTION,Musicianship,0,EX
5564,**0004,EXEMPTION,Musicianship I,0,EX
5565,**0004,EXEMPTION,Musicianship II,0,EX
5566,**0004,EXEMPTION,Musicianship III,0,EX
5567,**0004,EXEMPTION,Musicianship IV,0,EX
5568,**0004,EXEMPTION,Piano Class I,0,EX
5569,**0004,EXEMPTION,Piano Class II,0,EX
5570,**0004,EXEMPTION,Piano Class III,0,EX
5571,**0004,EXEMPTION,Piano Class IV,0,EX
5572,**0004,EXEMPTION,Piano Class V,0,EX
5573,**0004,EXEMPTION,Piano Class VI,0,EX
5574,**0004,EXEMPTION,Piano I,0,EX
5575,**0004,EXEMPTION,Piano II,0,EX
5576,**0004,EXEMPTION,Piano III,0,EX
5577,**0004,EXEMPTION,Piano IV,0,EX
5578,**0004,EXEMPTION,Piano V,0,EX
5579,**0004,EXEMPTION,Piano VI,0,EX
5580,**0004,EXEMPTION,Soccer,0,EX
5581,**0004,EXEMPTION,Softball,0,EX
5582,**0004,EXEMPTION,Spanish,0,EX
5583,**0004,EXEMPTION,Spanish 101,0,EX
5584,**0004,EXEMPTION,Spanish 102,0,EX
5585,**0004,EXEMPTION,Spanish I,0,EX
5586,**0004,EXEMPTION,Spanish I,0,T
5587,**0004,EXEMPTION,Spanish II,0,EX
5588,**0004,EXEMPTION,Spanish II,0,T
5589,**0004,EXEMPTION,Swimming,0,EX
5590,**0004,EXEMPTION,Track,0,T
5591,**0004,EXEMPTION,Volleyball,0,T
5592,**0004,EXEMPTIONFRENCH102,French II Exemption,0,T
5593,**0004,EXMEPTION,Begin Spn ll,0,EX
5594,**0004,FL001,Foreign Language,0,T
5595,**0004,FLG001,Foreign Language,0,T
5596,**0004,FORL001,Foreign Language,0,T
5597,**0004,FORL001,Korean,0,T
5598,**0004,FOREIGNLANG,Foreign Lang I,0,EX
5599,**0004,FOREIGNLANG,Foreign Lang II,0,EX
5600,**0004,FOREIGNLANG,Int Foreign Lang,0,EX
5601,**0004,FOREIGNLANG,Latin Exemption,0,T
5602,**0004,FORG001,Spanish,0,T
5603,**0004,FORLA001,Foreign Language,0,T
5604,**0004,FORLANG,Exempt Arabic,0,T
5605,**0004,FORLANG,Exempt Chinese,0,T
5606,**0004,FORLANG,Exempt German,0,T
5607,**0004,FORLANG,Exempt Japanese,0,T
5608,**0004,FORLANG,Exempt Latin,0,T
5609,**0004,FORLANG,Exempt Spanish,0,T
5610,**0004,FORLANG,Exempt Spanish,0,T
5611,**0004,FORLANG,Latin,0,T
5612,**0004,FORLANG,Latin Exemption,0,T
5613,**0004,FORLANG,Spanish,0,T
5614,**0004,FORLANG001,Exempt Latin,0,EX
5615,**0004,FORLANG001,Exempt Latin,0,T
5616,**0004,FORLANG001,Exempt Spanish,0,T
5617,**0004,FORLG001,Foreign Language,0,T
5618,**0004,FORLGN001,Foreign Language,0,T
5619,**0004,FORLN001,Foreign Language,0,T
5620,**0004,FR101,Elem French,0,EX
5621,**0004,FR101,Elem French,0,EX
5622,**0004,FR102,Elem French II,0,EX
5623,**0004,FR102,Elem French II,0,EX
5624,**0004,FREN000,French,0,T
5625,**0004,FREN101,Elem French,0,EX
5626,**0004,FREN101,Elem French,0,EX
5627,**0004,FRENCHI,French I,0,EX
5628,**0004,FRLG001,Foreign Language,0,T
5629,**0004,FRLGN001,Foreign Language,0,T
5630,**0004,FRLNG001,Foreign Language,0,T
5631,**0004,FRN001,French,0,T
5632,**0004,FRN001,French,0,EX
5633,**0004,FRN101,Beginning French I,0,EX
5634,**0004,FRN101,French,0,T
5635,**0004,FRN101,French,0,T
5636,**0004,FRN101,French,0,T
5637,**0004,FRN101,French,0,T
5638,**0004,FRN101,French I,0,EX
5639,**0004,FRN102,Beginning French II,0,EX
5640,**0004,FRN102,French,0,T
5641,**0004,FRN102,French,0,T
5642,**0004,FRN102,French,0,T
5643,**0004,FRN102,French II,0,EX
5644,**0004,FRN201,Intermediate French,0,T
5645,**0004,FRN001,French,0,EX
5646,**0004,FRN001,French I,0,T
5647,**0004,FRN001,French II,0,T
5648,**0004,FRN001,French III,0,T
5649,**0004,FRN101,Elem French,0,EX
5650,**0004,FRN101,Elem French I,0,EX
5651,**0004,FRN101,Elementary French,0,EX
5652,**0004,FRN101,Elementary French I,3,EX
5653,**0004,FRN101,French,0,EX
5654,**0004,FRN101,French 101,0,T
5655,**0004,FRN101,French I,0,EX
5656,**0004,FRN101,French I,0,T
5657,**0004,FRN101,French I,3,T
5658,**0004,FRN102,Elem French II,0,EX
5659,**0004,FRN102,Elementary French,0,EX
5660,**0004,FRN102,Elementary French II,0,EX
5661,**0004,FRN102,Elementary French II,3,EX
5662,**0004,FRN102,French,0,EX
5663,**0004,FRN102,French 102,0,T
5664,**0004,FRN102,French II,0,T
5665,**0004,FRN102,French II,3,T
5666,**0004,FRN201,Interm French 1,0,EX
5667,**0004,FRN201,Intermediate French,0,EX
5668,**0004,FRNLG001,Foreigh Language,0,T
5669,**0004,FRNLG001,Foreigh Language,0,T
5670,**0004,FRNLG001,Foreign Language,0,T
5671,**0004,FRNLN001,Foreign Language,0,T
5672,**0004,GER001,German,0,T
5673,**0004,GER101,German,0,T
5674,**0004,GER101,German,0,T
5675,**0004,GER102,German,0,T
5676,**0004,GER102,German,0,T
5677,**0004,GER001,German,0,T
5678,**0004,GER001,German,0,T
5679,**0004,GER101,Elem German I,0,EX
5680,**0004,GER101,Elem German I,0,EX
5681,**0004,GER101,German,0,EX
5682,**0004,GER101,German I,0,EX
5683,**0004,GER101,German i,0,T
5684,**0004,GER102,Elem German II,0,EX
5685,**0004,GER102,German,0,EX
5686,**0004,GER102,German II,0,EX
5687,**0004,GER102,German II,0,T
5688,**0004,GER201,Int German,0,EX
5689,**0004,GER201,Interm German,0,EX
5690,**0004,GERMANI,German I,0,EX
5691,**0004,GERMANII,German II,0,EX
5692,**0004,GERMANII,Int German,0,EX
5693,**0004,HPE001,Individual Sport,0,EX
5694,**0004,HPE001,Individual Sport,0,T
5695,**0004,HPE001,Individual Sport,0,EX
5696,**0004,HPE001,Team Sport,0,T
5697,**0004,HPE001,Swimming,0,T
5698,**0004,HPE001,Team Sport,0,T
5699,**0004,HPE001,Individual Sport,0,T
5700,**0004,HPE001,"Individual,Team,Sport",0,T
5701,**0004,HPE001,Team Exemption,0,T
5702,**0004,HPE001,Team Sport,0,T
5703,**0004,HPE001,Team Sport,0,T
5704,**0004,HPE001,Team Sport,0,T
5705,**0004,HPE001,Team Sport,0,T
5706,**0004,HPE001,Team Sport,0,T
5707,**0004,HPE001,Team Sport,0,T
5708,**0004,HPE100,Beginning Equitation,0,EX
5709,**0004,HPE101,EXEMPTION CII Activity,0,T
5710,**0004,ILT101,Elem Italian I,0,EX
5711,**0004,INTFOREIGNLANG,Int Foreign Lang,0,EX
5712,**0004,INTSPANISH,Int Spanish,0,EX
5713,**0004,INTSPANISH,Int Spanish,0,EX
5714,**0004,ITL001,Italian,0,T
5715,**0004,ITL101,Italian,0,T
5716,**0004,ITL102,Italian,0,T
5717,**0004,ITL101,Elem Italian II,0,EX
5718,**0004,LANGU001,Foreign Language,0,T
5719,**0004,LANGUAGEEXEMPT,Foreign Lang I,0,EX
5720,**0004,LANGUAGEEXEMPT,Foreign Lang II,0,EX
5721,**0004,LANGUAGEEXEMPT,Int Foreign Lang,0,EX
5722,**0004,LAT001,Latin,0,EX
5723,**0004,LAT001,Latin,0,T
5724,**0004,LAT001,Latin,0,T
5725,**0004,LAT001,Latin,0,EX
5726,**0004,LAT001,Latin,0,T
5727,**0004,LAT201,Intermediate Latin,0,EX
5728,**0004,LATIN,Latin,0,EX
5729,**0004,LATIN,Latin,0,EX
5730,**0004,LATIN,Latin,0,EX
5731,**0004,LATIN,Latin,0,T
5732,**0004,LATIN,Latin,0,EX
5733,**0004,MATH,Math Exemption,0,EX
5734,**0004,MATH001,Mathematics,0,T
5735,**0004,MATH105,College Algebra,0,T
5736,**0004,MATH108,Mathematics,0,T
5737,**0004,MATH001,Mathematics,0,T
5738,**0004,MTH001,Mathematics,0,T
5739,**0004,MTH001,Mathematics,3,T
5740,**0004,MTH105,College Algebra,0,T
5741,**0004,MTH105,College Algebra,3,T
5742,**0004,MTH108,Mathematics,0,T
5743,**0004,MTH120,Mathematics,0,T
5744,**0004,MTH001,Mathematics,0,EX
5745,**0004,MTH001,Exemption Math,0,T
5746,**0004,MTY152,Guitar I,0,T
5747,**0004,MUH101,Music History I,3,T
5748,**0004,MUT101,Basic Elem Mus Theory,3,T
5749,**0004,MUT111,Musicianship I,3,T
5750,**0004,MUT213,Aural Skills IV,1,T
5751,**0004,MUT301,Music Theory V,0,T
5752,**0004,MUT301,Music Theory V,3,T
5753,**0004,PEACTIVITY,Swimming,0,EX
5754,**0004,PHE001,PE Activity,0,T
5755,**0004,PNO001,Piano,0,T
5756,**0004,RUSSIAN,Russian,0,EX
5757,**0004,SED358,Curricular Pract:D/HH,0,T
5758,**0004,SED385,American Sign Language,0,T
5759,**0004,SOCCER,Soccer,0,EX
5760,**0004,SOFTBALL,Softball,0,EX
5761,**0004,SPA101,Elem Spanish,0,EX
5762,**0004,SPA101,Elem Spanish,0,EX
5763,**0004,SPA101,Elem Spanish l,0,EX
5764,**0004,SPA102,Elem Spanish II,0,EX
5765,**0004,SPA102,Elem Spanish II,0,EX
5766,**0004,SPAN000,Spanish,0,T
5767,**0004,SPAN001,Spanish,0,T
5768,**0004,SPAN001,Transfer Work,0,T
5769,**0004,SPANISH,Int Spanish,0,EX
5770,**0004,SPANISH,Intermediate Spanish,0,EX
5771,**0004,SPANISH,Language Exemption,0,EX
5772,**0004,SPANISH,Spanish,0,EX
5773,**0004,SPANISH,Spanish,0,EX
5774,**0004,SPANISH,Spanish,0,EX
5775,**0004,SPANISH,Spanish,0,T
5776,**0004,SPANISH,Spanish  II,0,EX
5777,**0004,SPANISH,Spanish I,0,EX
5778,**0004,SPANISH,Spanish I,0,T
5779,**0004,SPANISH,Spanish II,0,T
5780,**0004,SPANISH,Spanish III,0,T
5781,**0004,SPANISHI,Spanish I,0,EX
5782,**0004,SPANISHI,Spanish I,0,EX
5783,**0004,SPANISHII,Spanish II,0,EX
5784,**0004,SPANISHII,Spanish II,0,EX
5785,**0004,SPANISHIII,Spanish III,0,EX
5786,**0004,SPN001,Interme Spanish I,0,EX
5787,**0004,SPN001,Spanish,0,T
5788,**0004,SPN001,Spanish,3,T
5789,**0004,SPN001,Spanish,0,EX
5790,**0004,SPN001,Transfer Credit,0,T
5791,**0004,SPN101, Spanish 1,0,EX
5792,**0004,SPN101,Spanish,0,EX
5793,**0004,SPN101,Spanish,0,T
5794,**0004,SPN101,Spanish,0,T
5795,**0004,SPN101,Spanish,0,EX
5796,**0004,SPN101,Spanish,0,T
5797,**0004,SPN102,Spanish,0,EX
5798,**0004,SPN102,Spanish,0,T
5799,**0004,SPN102,Spanish,0,EX
5800,**0004,SPN102,Spanish,0,T
5801,**0004,SPN201,Intermediate Spanish,0,T
5802,**0004,SPN001,INTERM SPN I,0,EX
5803,**0004,SPN001,Spanish,0,T
5804,**0004,SPN001,Spanish I,0,EX
5805,**0004,SPN001,Spanish II,0,EX
5806,**0004,SPN101,Spanish 1,0,EX
5807,**0004,SPN102,Spanish 2,0,EX
5808,**0004,SPN001,Elem Spanish I,0,EX
5809,**0004,SPN001,Elem Spanish II,0,EX
5810,**0004,SPN001,Interm Spanisn 1,0,EX
5811,**0004,SPN001,Spanish,0,EX
5812,**0004,SPN001,Spanish,0,EX
5813,**0004,SPN001,Spanish,0,T
5814,**0004,SPN001,Spanish,0,T
5815,**0004,SPN101,Elem Spanish I,0,EX
5816,**0004,SPN101,Elem Spanish I,0,EX
5817,**0004,SPN101,Elementary Spanish,0,EX
5818,**0004,SPN101,Elementary Spanish I,3,EX
5819,**0004,SPN101,Elemetary Spanish I,0,EX
5820,**0004,SPN101,Spanish,0,EX
5821,**0004,SPN101,Spanish,0,T
5822,**0004,SPN101,Spanish 1,0,EX
5823,**0004,SPN101,Spanish 1,0,EX
5824,**0004,SPN101,Spanish I,0,T
5825,**0004,SPN101,Spanish I,0,EX
5826,**0004,SPN101,Spanish I,0,T
5827,**0004,SPN101,Spanish I,3,T
5828,**0004,SPN102,Elem Spanish II,0,EX
5829,**0004,SPN102,Spanish,0,EX
5830,**0004,SPN102,Spanish,0,T
5831,**0004,SPN102,Spanish 2,0,EX
5832,**0004,SPN102,Spanish II,0,EX
5833,**0004,SPN102,Spanish II,0,T
5834,**0004,SPN192,Spanish 2,0,EX
5835,**0004,SPN201,Int Spanish,0,EX
5836,**0004,SPN201,Intermediate Spanish,0,EX
5837,**0004,THR120, ,0,T
5838,**0004,THR120,Public Speaking,0,T
5839,**0004,THR120,Public Speaking,3,T
5840,**0004,THR120,Transfer Credit,0,T
5841,**0004,TRAN001,Spanish,0,T
5842,002263,AC121,Accounting Principles I,3,T
5843,002263,AC122,Accounting Principles II,3,T
5844,002257,ED151,Basic Drafting,1.5,T
5845,004457,GNST1010,American Social History,3,T
5846,001034,BI1311,The Life of Christ,3,T
5847,001034,BI1314,The Book of Acts,3,T
5848,001034,BI2302,The Pentateuch,3,T
5849,001034,BI3311,Marriage & Family Relations,3,T
5850,001034,BI3317,Great Doctrines of the Bible,3,T
5851,001034,BIO1400,Perspectives in Biology,4,T
5852,001034,CIS1302,Computer Applications,3,T
5853,001034,EH1301,English Composition I,3,T
5854,001034,EH1302,English Composition II,3,T
5855,001034,EH1303,Speech Communication,3,T
5856,001034,EH2301,Survey English Literature I,3,T
5857,001034,EH2302,Survey English Literature II,3,T
5858,001034,FY3312,Marital and Family Theory,3,T
5859,001034,HY1301,US History to 1865,3,T
5860,001034,HY1302,US History 1865-Present,3,T
5861,001034,MU2320,Music Appreciation,3,T
5862,001034,PE1104,Weight Training,1,T
5863,001034,PE1108,Aerobics,1,T
5864,001034,PE1122,Beginning Volleyball,1,T
5865,001034,PE1300,Principles of Lifetime Fitness,3,T
5866,001034,PHY1004,Princ of Physical Science I,4,T
5867,001034,PY1310,Introduction to Psychology,3,T
5868,005212,ECON301,STARTING/OPERATING ENTERPRISE,3,T
5869,005212,ECON430,ECONOMIC PROBLEMS,3,T
5870,005212,ENGL344,BUSINESS/PROF WRITING,3,T
5871,005212,FINC311,PRINCIPLES OF FINANCE,3,T
5872,005212,MATH123,COLLEGE ALGEBRA,4,T
5873,005212,MGMT410,HUMAN RES MGT,3,T
5874,005208,BIO111,General Biology I,4,T
5875,005208,COM231,PUBLIC SPEAKING,3,T
5876,005208,ENG111,Expository Writing,3,T
5877,005208,ENG115,Oral Communication,3,T
5878,005208,ENG111,WRITING AND INQUIRY,3,T
5879,005208,ENG111,WRITING/INQUIRY,3,T
5880,005208,ENG112,WRITING/RESEARCH,3,T
5881,005208,ENG111,Writing&Inquiry,3,T
5882,005208,ENG112,Writing/Research,3,T
5883,005208,MUS110,Music Appre,3,T
5884,005208,POL120,AMER GOVT,3,T
5885,005208,PSY150,General Psychology,3,T
5886,005208,PSY241,Developmental Psych,3,T
5887,005208,PSY150,GENERAL PSYCH,3,T
5888,005208,PSY150,General Psych,3,T
5889,005208,SOC210,INTRO TO SOC,3,T
5890,005208,SOC201,Intro to Sociology,3,T
5891,005208,SPA111,Elementary Spanish I,3,T
5892,002134,BIO121,General Biology I,4,T
5893,002134,BIO122,General Biology II,4,T
5894,005235,ART105,Drawing/Comp I,4,T
5895,005235,ENG101,English Comp I,3,T
5896,005235,HIS206,US History II,3,T
5897,005235,REL211,Religions of the World,3,T
5898,005207,ART101,Art History and Apprecia,3,T
5899,005207,ART101,Art History and Appre,3,T
5900,005207,ART101,Art History&Appre,3,T
5901,005207,BIO101,Biological Science B,4,T
5902,005207,BIO100,Introductory Biology,4,T
5903,005207,BIO101,Biologcal Science I,4,T
5904,005207,BIO101,Biological Science I,4,T
5905,005207,BIO102,Biological Science II,4,T
5906,005207,BIO110,General Anatomy,3,T
5907,005207,ECO201,Economic Concepts,3,T
5908,005207,ECO210,Macroeconomics,3,T
5909,005207,ENG101,English Composition,3,T
5910,005207,ENG101,Englsih  Composition,3,T
5911,005207,ENG102,English Compositon,3,T
5912,005207,ENG201,American Literature,3,T
5913,005207,ENG101,English Composition,3,T
5914,005207,ENG102,English Composition,3,T
5915,005207,ENG101,English Comp I,3,T
5916,005207,ENG101,English Composition,3,T
5917,005207,ENG101,English Composition I,3,T
5918,005207,ENG102,English Comp II,3,T
5919,005207,ENG102,English Composotion II,3,T
5920,005207,ENG201,American Lit I,3,T
5921,005207,ENG202,American Lit,3,T
5922,005207,ENG202,American Literatire,3,T
5923,005207,ENG206,English Lit,3,T
5924,005207,FRE101,Elementary French,4,T
5925,005207,GEO102,World Geography,3,T
5926,005207,HIS101,Western Civilization,3,T
5927,005207,HIS101,Western Civilization,3,T
5928,005207,HIS201,American Hist: Disc,3,T
5929,005207,HIS101,Western Civ,3,T
5930,005207,HIS101,Western Civ I,3,T
5931,005207,HIS101,Western Civ I,3,T
5932,005207,HIS102,Western Civ II,3,T
5933,005207,HIS201,American Hist I,3,T
5934,005207,HIS201,American History I,3,T
5935,005207,HIS201,US History I,3,T
5936,005207,HIS202,American History II,3,T
5937,005207,HIS202,American History II,3,T
5938,005207,HIS202,US History II,3,T
5939,005207,HIS202`,American Hist: 1877,3,T
5940,005207,MAT110,College Algebra,3,T
5941,005207,MAT111,College Trigonometry,3,T
5942,005207,MAT120,Probability and Stat,3,T
5943,005207,MAT122,Finite College Math,3,T
5944,005207,MAT130,Elementary Calculus,3,T
5945,005207,MAT140,Analytical Geometr,4,T
5946,005207,MAT120,Probability and Stat,3,T
5947,005207,MAT165,Statistics,3,T
5948,005207,MAT110,College Algebra,3,T
5949,005207,MAT110,College Algebra,3,T
5950,005207,MAT110,College Algebra,3,T
5951,005207,MUS105,Music Appreciation,3,T
5952,005207,MUS105,Music Appreciation,3,T
5953,005207,MUS105,Music Appre,3,T
5954,005207,MUS105,Music Appreciation,3,T
5955,005207,PHI101,Introduction to Ph,3,T
